sentence_id;sentence;label;label_class
23;US plans new resolution on Darfur The US says it is preparing a new UN resolution to deal with the crisis in the troubled Darfur region of Sudan.;0;World
24;Microsoft aims at NetWare users with migration campaign In the U.S., Microsoft will offer training vouchers, migration products and online tech support to NetWare users considering a switch.;3;Sci/Tech
25;Chelsea lay down the law on drugs as Mutu is shown door CHELSEA enforced a zero tolerance policy against drugs yesterday when they dismissed Adrian Mutu, the Romania striker, for gross misconduct after his positive test for cocaine.;1;Sports
26;Amazon moves into China US internet giant Amazon.com is buying China's largest web retailer Joyo.com, in a deal worth \$75m (41m).;2;Business
27;MPAA Starts Suing Today the MPAA (Motion Picture Association of America) announced today that it had filed an unspecified amount of lawsuits against people who trade Movies using p2p (peer-to-peer) programs.;3;Sci/Tech
28;Akamai boosts Web application services The company fills out its hosted application lineup with four products designed for e-commerce Web sites.;3;Sci/Tech
29;Bin Laden Still At Large 3 Years After US Attacks The US-led anti-terrorism coalition is still hunting terror mastermind Osama bin Laden, the chief suspect in the September 11, 2001 deadly attacks on US cities.;0;World
30;Orton Engineers Purdue Victory Over Illinois The Illinois rushing offense and the Purdue passing offense dueled in the Big Ten opener for both schools on Saturday at Memorial Stadium in Champaign.;1;Sports
31;Bush Record: New Priorities in Environment The Bush administration's approach to environmental issues has challenged the status quo by revising the traditional public-policy calculus on decisions.;0;World
32;"Bush Offers Sympathy at Russian Embassy (AP) AP - President Bush made an unexpected visit to the Russian Embassy on Sunday where he signed a book of condolences for victims of the school hostage seizure and expressed outrage at the actions of ""evil terrorists.""";0;World
33;Padres Paste Slumping Mets 4-0 (AP) AP - Brian Lawrence escaped a bases-loaded jam in the first inning and allowed just four hits the rest of the way Wednesday night, pitching the San Diego Padres to a 4-0 victory over the slumping New York Mets.;1;Sports
34;Oil firms in talks to end Nigerian jobs protest Multinational companies began talks Monday with Nigerian villagers occupying three oil platforms in a dispute over jobs which shut 90,000 barrels per day of oil production.;0;World
35;1,600 internet cafes closed in China The Chinese local governments have closed 1600 Internet cafes and fined operators a total of 100m yuan (\$12m) between February and August this year.;3;Sci/Tech
36;Pitt Locks Up BCS Bid Tyler Palko tosses a career-high 411 yards and five touchdowns to push No. 19 Pittsburgh over South Florida, 43-14, on Satudray.;1;Sports
37;Over 80 hurt on first day of Bangladesh strike (Reuters) Reuters - Opposition activists in Bangladesh attacked railway stations and battled police across the country on Tuesday on the first day of a two-day strike called to protest against a deadly grenade attack at the weekend.;0;World
38;Cheney Echoes Bush's Criticism of Kerry (AP) AP - Vice President Dick Cheney on Wednesday echoed President Bush's latest sharp challenge of Sen. John Kerry's fitness to serve as commander in chief as the Republican No. 2 basked in approval from GOP supporters cheered by his debate performance.;0;World
39;Microsoft braces for EU anti-trust appeal US software giant Microsoft said it will abide by whatever ruling is handed down by a European appeal court hearing due to start this week against an EU condemnation for abusing its market dominance.;2;Business
40;Frances Postpones Third Cubs-Marlins Game (AP) AP - The Florida Marlins postponed Sunday's game against the Chicago Cubs as Hurricane Frances crept ashore on the eastern coast of Florida.;1;Sports
41;Chain Store Sales Mixed in Oct 16 Week NEW YORK (Reuters) - U.S. chain store sales rose in the second week of October compared with last year, as seasonal shopping drove sales during the second week of the month, a report said on Tuesday.;2;Business
42;U.S. Stocks, Dollar and Bonds Fall NEW YORK (Reuters) - U.S. stocks and bonds fell on Tuesday as the dollar hit a record low against the euro.;2;Business
43;Busch's ambience set it apart from others ST. LOUIS -- Even a cookie-cutter stadium -- which is the pejorative term that came to describe the multipurpose bowls that seemed to spring up simultaneously in Pittsburgh, Cincinnati, Atlanta, Queens, Philadelphia, and St. Louis in the late 1960s and early '70s -- can have their quirks.;1;Sports
44;Stocks creep higher in New York NEW YORKUS blue-chip stocks ended barely higher yesterday as a spike in oil prices to record closing levels pared earlier gains and renewed concerns about the effect of high energy prices on consumer spending and corporate profits.;2;Business
45;Broncos Griffin reportedly out for season The Denver Broncos have lost tailback-turned-kickoff returner Quentin Griffin for the season, ESPN reported Tuesday, citing no sources.;1;Sports
46;Sony Sends Its Robots to School Humanoid devices will be used to encourage interest in science and technology.;3;Sci/Tech
47;Siemens issue warning over 65 series handsets Siemens has posted a warning over its latest range of mobile phones suggesting that a flaw in them may hurt user while using them.;3;Sci/Tech
48;Nigerian Rebels to Widen Conflict, Target Agip LAGOS (Reuters) - Nigerian rebels fighting government troops in the southern Port Harcourt area are poised to launch an uprising across the entire oil-producing delta region to force political reforms or gain sovereignty, a rebel leader said on Sunday.;0;World
49;St. Louis Rams Release Punter Sean Landeta (AP) AP - Shaky special teams helped cost punter Sean Landeta his job with the St. Louis Rams.;1;Sports
50;Turnaround Progress Seen, 2 Executives to Leave Ford Two of the Ford Motor Company's most senior executives retired in a sign that the company's deep financial crisis has abated, though serious challenges remain.;2;Business
51;AUSTRALIA ROMP TO HISTORIC WIN Australia wrapped up their first series win in India in 35 years after an overwhelming victory by 342 runs in the third Test in Nagpur.;1;Sports
52;Cambodia's king 'has abdicated' Cambodia's King Sihanouk has announced his abdication, his son tells the country's National Assembly.;0;World
53;US soldier pleads guilty in Iraq abuse case The highest-ranking US Army soldier accused of abusing prisoners at the Abu Ghraib prison in Iraq, has pleaded guilty to five charges.;0;World
54;First contract signed with US companies at Havana Trade Fair US entrepreneurs participating in the Havana Trade Fair are planning to negotiate new sales of cattle and foodstuffs and hope to exceed the one billion dollars in total revenue they have;2;Business
55;Budget ax falls on lunar probe Politics, Texas-style, led to NASA and its shuttle program getting their best treatment in decades from Congressional budget writers.;3;Sci/Tech
56;CA Updates PestPatrol Anti-Spyware Technology Computer Associates (CA) on Monday rolled out new editions of PestPatrol, the anti-spyware technology it picked up in August when it purchased the privately-held Pennsylvania company.;3;Sci/Tech
57;IBM Wins Lloyds TSB Network Contract IBM has signed a \$969-million deal to provide DSL-based Internet telephony and data services to Lloyds TSB, one of the largest banks in the UK.;3;Sci/Tech
58;Nippon Steel to pay double for coal next year Nippon Steel, Japans leading steelmaker, has agreed to pay a record price of more than \$120 per tonne for coking coal from next spring to Australias BHP Billiton Mitsubishi;2;Business
59;\$10 million space shot A star-spangled rocket plane returned to space yesterday, enabling a team of entrepreneurs to collect a \$10 million prize for developing the first reusable private spacecraft.;3;Sci/Tech
60;PA: Gaza to remain occupied land even after disengagement Israel will remain an occupying power in the Gaza Strip even if it carries out the disengagement plan, and should be treated as such, according to a legal document prepared by the Palestinian Authority.;0;World
61;"The Unraveling of a Terror Case Spun From Thinnest Threads The wreckage of a Detroit case about a ""sleeper operational combat cell"" reveals that it was built on evidence that has since been undermined.";0;World
62;Travelers could soon report to work mid-flight NEW YORK - Business travelers will be able to surf the Web securely on long-distance flights by combining services from Boeing Co.;3;Sci/Tech
63;Jerry Rice Reiterates Call for Trade (AP) AP - Jerry Rice was scheduled to meet with Oakland Raiders owner Al Davis on Wednesday night to discuss the receiver's future after he said he wants to be traded.;1;Sports
64;Marchers demand fair Ukraine poll Tens of thousands march in a tense Kiev in support for the opposition ahead of next weekend's election.;0;World
65;Sybase offers free ASE license for Linux Sybase Inc. is trying to lure businesses seeking low-cost open source DBMS alternatives by offering a free production license for its Adaptive Server Enterprise Express Edition on Linux.;3;Sci/Tech
66;"Report Alleges Gay Abuse in Jamaica (AP) AP - A report by a watchdog agency alleges widespread abuse against gays in this Caribbean island, known for the slogan ""one love.""";0;World
67;China Resources To Issue 57.97M Shrs For Supermarket Buys HONG KONG (Dow Jones)--China Resources Enterprise Ltd. (0291.HK) said it will issue 57.97 million new shares to its parent China Resources (Holdings) Co.;2;Business
68;Deadlock over Axum obelisk Strained relations between Eritrea and Ethiopia could prevent the Axum obelisk's return to Ethiopia from Italy.;0;World
69;Barghouthi Drops Out of Palestinian Election Jailed Palestinian uprising leader Marwan Barghouthi has pulled out of a Jan. 9 presidential election to succeed Yasser Arafat, a close aide said on Sunday.;0;World
70;Libya Agrees to Pay \$35 Million to Berlin Bomb Victims TRIPOLI, Libya (Reuters) - Libya signed a deal Friday to pay \$35 million in compensation to more than 160 victims of a Berlin nightclub bombing in 1986, taking another major step toward ending its international isolation.;0;World
71;Paraguay Clashes Leave 1 Dead, 20 Hurt Clashes between landless farmworkers and Paraguayan security forces left a police officer dead and 20 other people injured in a resurgence of violence that has rattled Paraguay's government.;0;World
72;Microsoft Sues Web Hoster, Others Over Spam SEATTLE (Reuters) - Microsoft Corp. filed nine new lawsuits against spammers who send unsolicited e-mail, including an e-mail marketing Web hosting company, the world's largest software maker said on Thursday;3;Sci/Tech
73;"Photo: Dialing for a song Verizon Wireless lets you choose ""ringback tones"" from a catalog of more than 2,200 songs in 13 different music genres.";3;Sci/Tech
74;SL vindicated over Muralitharan Sri Lanka Cricket says efforts to convince the ICC Muttiah Muralitharan's bowling action was legitimate have paid off.;0;World
75;Interest Rates Expected To Rise The Federal Reserve is likely to announce a quarter-point rise in the federal funds target rate from 1.75 percent to 2.0 percent, economists and traders agree.;2;Business
76;Byrd Defends Dayton's Office Closure (AP) AP - The Senate's most senior member on Thursday defended Sen. Mark Dayton's decision to close his Washington office over concerns about a terrorist attack.;0;World
77;Oil prices ease in Asian trade Oil prices eased from near-record highs in Asian trade today after the US government said it may draw from its strategic reserves to make up for supply shortages, dealers said.;2;Business
78;No. 25 Iowa Holds Off Penn State 6-4 (AP) AP - Iowa held Penn State's offense scoreless, making Kyle Schlicher's two first-half field goals stand up for a 6-4 victory on Saturday.;1;Sports
79;Rejecting Rite Aid Shares of drugstore chain Rite Aid (NYSE: RAD) needed some bandages and maybe a smear of soothing ointment this morning as they were scraped by investors for a 13 drop.;2;Business
80;Mets Lock Up Benson Kris Benson and the New York Mets complete more than three months of negotiations, agreeing Saturday to a \$22.5 million, three-year contract.;1;Sports
81;Ali Calls for U.S. Boxing Commission WASHINGTON - Boxing great Muhammad Ali asked Congress on Thursday to create a U.S. Boxing Commission, saying oversight by the federal government is needed to protect boxers from exploitation and injury...;0;World
82;Bond yields near 7-month lows NEW YORK (CNN/Money) - US Treasuries rallied early Monday, sending yields to their lowest levels in nearly seven months, as record high crude oil prices pressured equities.;2;Business
83;Canadian Synchrotron Radiation Facility Opens A synchrotron acts like a gigantic microscope that generates intense beams of brilliant light to view the microstructure of materials.;3;Sci/Tech
84;Whats common to country music WASHINGTON, OCTOBER 1: Researchers who found a link between country music and suicide, and a man who patented his combover hairstyle won IgNobel Awards for true but funny experiments.;3;Sci/Tech
85;"Bush: War in Iraq Was Right Despite No WMDs President Bush said on Thursday he\was ""right to take action"" in Iraq even though a new U.S.\report found that Baghdad had no stockpiles of weapons of mass\destruction and that its nuclear program had decayed.";0;World
86;U.S. Spy Plane Crashes Near Base in Pakistan (Reuters) Reuters - A pilotless U.S. spy plane\crashed near its military base in southern Pakistan on Sunday\but there were no casualties or damage, police said.;0;World
87;Cricket telecast back-up poser Sept 16: Cricket authorities will seek a clarification from the court whether they can prepare a contingency plan if the dispute between Zee Telefilms and ESPN-STAR is not resolved soon.;1;Sports
88;Motorola Acquiring Wireless Networking Firm MeshNetworks Motorola Inc. is acquiring MeshNetworks Inc., developer of a technology that makes it easy to set up and expand wireless networks, in a deal expected to help the world's No. 2 cell phone maker win more government business.;3;Sci/Tech
89;Toshiba Unveils Clearer Flat-Panel TV (AP) AP - Toshiba Corp. has a new flat-panel TV that delivers clear imagery comparable to the old-style cathode-ray tubes by using similar beam-emitting technology.;3;Sci/Tech
90;Roadside bomb kills 11 in Kashmir A remote-controlled roadside bomb blew up an army patrol car in a pre-dawn attack today in the violence-torn territory of Kashmir, killing an army major and 10 other men, police said.;0;World
91;Car bomb kills 2 south of Baghdad BAGHDAD A car bomb exploded in a town south of Baghdad on Wednesday, killing two people and wounding 10, the latest in a spate of attacks that have killed some 150 people in the last four days.;0;World
92;New media battle for Bafta awards The BBC leads the nominations for the Bafta Interactive Awards, including one for the Radio Times website.;0;World
93;Northwest to Expand in Indianapolis Northwest Airlines plans to expand in Indianapolis, a move that will knock ATA from its No. 1 spot on its home turf by offering more flights than the bankrupt carrier.;2;Business
94;Stocks Near Flat, Oil's High Price Weighs NEW YORK (Reuters) - U.S. stocks barely budged on Wednesday as a 2-week high in crude oil prices limited gains by reigniting worry about energy costs eating into corporate profits and consumer spending.;2;Business
95;Tokyo Stocks Advance in Early Trading (AP) AP - Tokyo stocks were higher early Friday as the U.S. dollar rebounded against the Japanese yen, following through its strength in New York where players reduced heavy dollar-bearish positions.;0;World
96;Byrd amendment buys US \$150 million in WTO sanctions The World Trade Organization granted authorization Friday to the European Union, Japan, Canada, Korea, Mexico, India, and Chile, to slap retaliatory sanctions if the US fails to repeal the Byrd amendment.;2;Business
97;Former El Paso traders plead guilty Ex-El Paso Corp. employees Donald Guilbault and William Ham have pleaded guilty to making false reports used to calculate the index price of natural gas, the Associated Press reported on Tuesday.;2;Business
98;Danger of Mount St. Helens Eruption Passes MOUNT ST. HELENS, Wash. Oct. 6, 2004 - Government scientists said Wednesday that the danger of a strong Mount St. Helens eruption at any moment has passed, but warned the mountain could continue venting steam and volcanic rock for several weeks.;3;Sci/Tech
99;Hackers re-open stolen code store An anonymous group of malicious hackers has reopened an online store that sells the stolen source code of prominent software products.;3;Sci/Tech
100;Today's schedule Pro baseball: AL Championship Series -- New York Yankees vs. Red Sox (Game 3) at Fenway Park, 8 p.m.;1;Sports
101;eBay plans S. Korean expansion with Internet Auction bid NEW YORK, September 2 (New Ratings) - eBay (EBAY.NAS) intends to continue with its expansion in Asia with an increased stake in Internet Auction Co.;2;Business
102;Blackburn step up chase for Hughes LONDON, England -- Blackburn Rovers have made an official approach to talk to Welsh national manager Mark Hughes about the vacant job at Ewood Park.;1;Sports
103;Outsourcing issue flares up at chip conference A panel including two venture investors, a scholar, a laid-off software engineer and two chip industry CEOs debated the issue at the Hot Chips event sponsored by the IEEE.;3;Sci/Tech
104;Russians Beat NHL World Stars 5-4 MOSCOW - Nikolai Zherdev and Alexander Perezhogin scored 18 seconds apart Saturday, leading the Russian Stars past the NHL World Stars 5-4 in an exhibition game during the lockout.;1;Sports
105;Google Shares, Once Devalued, Just May Be Winners After All Wall Street, which forced Google, the Internet search engine, to lower the price of its shares sharply in its initial public offering in August, has decided that the company is worth a lot more today than it was then.;2;Business
106;Microsoft Helps in Bogus Degrees Case Some sleuthing by software giant Microsoft Corp. helped track down two brothers who authorities say sold bogus college degrees over the Internet, including an MBA that was issued to a housecat.;3;Sci/Tech
107;Mozambique Prepares for Elections to Replace Chissano Mozambique holds elections on Wednesday and Thursday to choose a successor to President Joaquim Chissano, who ruled for 18 years and led the southern African country to peace after a long civil war that claimed up to a million lives.;0;World
108;Update 3: Oil Prices Drop \$1 Despite Iraq Sabotage Oil futures dropped by nearly \$1 per barrel Monday despite pipeline sabotage in Iraq that has delayed exports from a southern port - reinforcing the view among traders that prices had risen too fast earlier this summer.;2;Business
109;Israel, Palestinians Seek Deal to End Gaza Fighting JERUSALEM (Reuters) - Israeli and Palestinian officials are trying to work out a deal to end Israel's biggest Gaza offensive in four years of conflict in return for stopping rocket fire into the Jewish state, security sources said.;0;World
110;Former MVP Caminiti Dies of Heart Attack at 41 (Reuters) Reuters - Former National League Most Valuable\Player Ken Caminiti, who in 2002 admitted he used steroids,\died of a heart attack in New York on Sunday, Major League\Baseball reported on its Web Site.;1;Sports
111;Larkin Seems Unlikely The likelihood of Barry Larkin playing for the Nationals appears dim following a meeting between Bowden and Larkin's agent.;1;Sports
112;Update: AMD, IBM Announce New Power-Saving Tech AMD and IBM said Monday that they had developed a new strained-silicon process that offers more performance at the same power levels, a technology that will enter production in mid-2005.;3;Sci/Tech
113;Prosecutors Want Trial to Remain in Houston Federal prosecutors Friday urged a judge in Houston to keep the fraud trial of three former Enron Corp. executives in the energy trader's hometown, saying that a fair trial is possible.;2;Business
114;Qaeda-Linked Militants Killed in Pakistan Shootout (Reuters) Reuters - Three al Qaeda-linked militants\were killed and three were wounded on Wednesday in a clash with\Pakistani security forces in a troubled tribal region near the\Afghan border, the military said.;0;World
115;Muslims Asked to Concentrate on Righteous Deeds JEDDAH, 16 October 2004 - Sheikh Saleh Al-Taleb, one of the imams of the Grand Mosque in Makkah, yesterday called upon Muslims to outdo each other in righteous deeds to win rewards during Ramadan.;0;World
116;Laptops drive Dell profits boost Computer giant Dell sees profits rise 25 despite slowing momentum in the PC market, as laptop sales soar.;3;Sci/Tech
117;Hokies Squeak Past Tar Heels Mike Imoh ran for 236 yards and two touchdowns Saturday as No. 18 Virginia Tech edged North Carolina, which missed a 54-yard field goal with about a minute left.;1;Sports
118;SPH, MediaCorp Lay Off Over 200 State-owned broadcaster MediaCorp and Singapore Press Holdings Ltd. said Tuesday that they will shut down an English language channel and lay off more than 200 employees ahead of a merger of their mass market TV and free newspaper operations.;2;Business
119;No. 12 Louisville Routs Chaminade in Hawaii Taquan Dean scored 21 points and the Cardinals bounced back from an opening-round loss to beat Chaminade, 93-63, yesterday in the consolation bracket of the Maui Invitational in Lahaina, Hawaii.;1;Sports
120;Europe Strikes Early Ryder Blow with Charm Offensive BLOOMFIELD HILLS, Michigan (Reuters) - Holders Europe have gained an early Ryder Cup advantage over the United States by winning over the home fans at Oakland Hills.;1;Sports
121;AudioFeast Launches Portable Internet Radio Service (NewsFactor) NewsFactor - AudioFeast, a two-year-old start-up company based in Mountain View, California, has launched what it claims is the first Internet radio service for portable \MP3 players.;3;Sci/Tech
122;Content software targets small publishers Snapbridge Software brings content management to the little guys.;3;Sci/Tech
123;O'Connor Extols Role of International Law (AP) AP - Justice Sandra Day O'Connor extolled Wednesday the growing role of international law in U.S. courts, saying judges would be negligent if they disregarded its importance in a post-Sept. 11 world of heightened tensions.;0;World
124;Shares in Hospice Company Plunge Shares of Odyssey Healthcare, which provides hospice care for people nearing death, plunged yesterday after the company reduced its profit forecasts and announced that the Justice Department;2;Business
125;Study: Online holiday sales merry, but not very Researcher says U.S. shoppers will fork out \$13.2 billion online this season, but year-over-year increases are slipping.;3;Sci/Tech
126;Redback on the comeback trail Eight months after it emerged from bankruptcy, Redback Networks is racking up new contracts.;3;Sci/Tech
127;China to Press N Korea over Nukes China was expected to press North Koreas No. 2 leader to restart stalled six-nation talks on the dispute over the Norths nuclear program when he visits Beijing this week, a state-run newspaper said today.;0;World
128;Dolphins RB Gordon Injures Shoulder (AP) AP - Miami Dolphins running back Lamar Gordon left Sunday's game against Pittsburgh in the first quarter with a left shoulder injury after a jarring tackle by safety Chris Hope.;1;Sports
129;Over 100 undocumented asylum seekers rescued in Italy More than 100 undocumented asylum seekers claiming to be Palestinians rest after being rescued by the Italian Coast Guard off Sicily 21 August 2004 in the harbour of the Italian island of Lampedusa.;0;World
130;Wild Oats, Pathmark Warn on Results (Reuters) Reuters - Natural and organic foods retailer\Wild Oats Markets Inc. and Pathmark Stores Inc.\ both warned on Monday that their full-year results\would miss Wall Street forecasts because profit margins were\being squeezed by aggressive price cuts.;2;Business
131;Slide of the Yankees: Pinstripes Punished George Steinbrenner watched from his box as his Yankees suffered the most one-sided loss in the franchise's long history.;1;Sports
132;Spam wins the second round THE battle against spam took a turn for the worse yesterday when America Online pulled back support for an industry-wide email authentication system aimed at reducing junk email.;3;Sci/Tech
133;Red Hat Packs More Punch Into RHEL 3.0 With Red Hat Enterprise Linux 4.0 lined up for release next year, the open source solutions vendor has released a power pack to ensure that customers using the existing version 3.0 have access to the latest enhancements in Linux.;3;Sci/Tech
134;Legal questions dog Microsoft antispyware buy With the ink barely dry on Microsoft's acquisition of antispyware company Giant Company Software questions have arisen about the ownership of the antispyware code Microsoft bought.;3;Sci/Tech
135;SAP sets up support center in China The enterprise-software company looks to better serve its 4,200 Asia-Pacific customers, as well as customers worldwide.;3;Sci/Tech
136;Microsoft Challenges Rivals With New Online Music Service icrosoft started selling music tracks yesterday on its MSN online service, taking on Apple Computer and a host of others in the fast-growing market for digital music.;3;Sci/Tech
137;Comfortable Win Earns Ajax First Points Ajax threw themselves a qualification lifeline at the Amsterdam ArenA with an emphatic 3-0 victory over Maccabi Tel Aviv in Champions League Group C. First-half goals from Wesley Sonck, Nigel De Jong and skipper;1;Sports
138;Risk-all tactics in aim for glory MELBOURNE golfer David McKenzie today will try to duplicate the aggressive approach which netted a sensational eight-under 64 at Huntingdale yesterday.;1;Sports
139;Special UN envoy urges Sudan to accept more foreign aid (AFP) AFP - UN chief Kofi Annan's special envoy to Sudan urged the Sudanese government to accept international aid if it is unable to protect the population in its troubled Darfur region.;0;World
140;McCULLUM LEADS NEW ZEALAND CHARGE Brendon McCullum produced an outstanding 143 as New Zealand moved into a commanding position on day three of the first Test against Bangladesh in Dhaka.;1;Sports
141;RealNetworks Slashes Music-Downloading Prices With competition heating up in the online music business, RealNetworks Inc. slashed prices Tuesday for downloading music.;3;Sci/Tech
142;Another day without practice for Phil BLOOMFIELD HILLS, Mich. -- Phil Mickelson skipped a practice for the second straight day on Thursday, 24 hours before the Ryder Cup gets under way at Oakland Hills.;1;Sports
143;Bobcats Edge Hornets, 94-93 (Overtime) (AP) AP - Emeka Okafor hit a pair of free throws with 5 seconds left in overtime to give Charlotte's new NBA team a win over its old one as the Bobcats pulled out a 94-93 win over the New Orleans Hornets on Tuesday night.;1;Sports
144;Air Force to standardize Microsoft configurations The US Air Force early next year will require its 525,000 personnel and civilian support staff to use a single and specially configured version of Microsofts operating system and applications, said the military departments CIO.;3;Sci/Tech
145;UK student fraud hits record level A record number of university applications have been cancelled because students presented fake qualifications.;0;World
146;US stocks end higher as crude oil prices continue decline Wall Street stocks traded higher Wednesday as crude oil prices, reaching above 49 dollars per barrel last week, plunged for a fourth straight session.;2;Business
147;PC users happier--especially with Apple, Dell Customer satisfaction with home computers reaches three-year peak, with highest marks for Apple and Dell, survey says.;3;Sci/Tech
148;Eagles DE McDougle Out for Browns Game (AP) AP - Philadelphia Eagles defensive end Jerome McDougle was inactive for Sunday's game against Cleveland, three days after being diagnosed with an irregular heartbeat.;1;Sports
149;Indian author Mulk Raj Anand dies One of India's best known novelists and short-story writers, Mulk Raj Anand, dies at the age of 99.;0;World
150;France Hopes Iraq Hostages Will Be Freed Soon (Reuters) Reuters - France said on Saturday it hoped Islamic\militants were about to free two French hostages, but urged\caution as fresh violence erupted in Iraq.;0;World
151;Stanley Miller II Microsoft finished a major update to Windows XP earlier this month, with much fanfare and many promises that it will make the operating system more secure.;3;Sci/Tech
152;Wenger: We do not think of a catastrophe Arsene Wenger will remind his players of their 4-0 demolition of PSV when he takes his weary team to Eindhoven for what could be the defining moment in this latest Champions League campaign.;1;Sports
153;Catwoman far from perfect The Catwoman game is a major disappointment that feels like a pointless tie-in with the film.;3;Sci/Tech
154;IBM Product to Challenge Data Storage Leader EMC (Reuters) Reuters - IBM on Friday will take\aim at the heart of data storage equipment leader EMC Corp.'s\ market with a product that will allow EMC buyers to\switch to IBM.;3;Sci/Tech
155;Bonds wins record 7th MVP Barry Bonds won his record seventh National League MVP award Monday in a walk, easily outdistancing Los Angeles slugger Adrian Beltre and the St.;1;Sports
156;I'm no hypocrite, says Blunkett David Blunkett defends himself over revelations on his private life, saying he is not saying one thing and doing another.;0;World
157;Cyclist fails test for blood Tyler Hamilton, the Olympic time-trial champion, faces the possible loss of his gold medal depending on the outcome of a second sample analysis after confirmation yesterday that he had failed a test intended to detect the use of blood transfusions to;1;Sports
158;Fleming walks in and out of debate CRICKET has its walkers and its stayers and now New Zealand captain Stephen Fleming has declared himself as the Kiwi in the middle.;1;Sports
159;Blair Puts Security at Heart of Pre-Election Plans LONDON (Reuters) - Britain's Tony Blair will spell out this week his legislative plans for the next session of parliament -- tantamount to an election manifesto, with the prime minister expected to go to the polls in May next year.;0;World
160;NHL, Players' Union Reject New Proposals (AP) AP - The NHL rejected last week's proposal by the players' association and then had its own counteroffer turned down Tuesday during a 3 1/2-hour negotiating session.;1;Sports
161;Report published on Gaul's fate The 30-year mystery of how a Hull trawler sank off Norway may be solved when a new report is published.;0;World
162;Apple high No romantic comedies on the big screen in the visitors clubhouse at 161st Street last night as the Red Sox prepared to renew their epic struggle for supremacy against the Yankees.;1;Sports
163;The right time for a long drive is... now MUMBAI: If you are thinking of buying a new car, you may as well bring forward your decision as interest rates on new car loans are likely to see a 25-50 basis points hike.;2;Business
